route_count,total_fleet,sample_size,route_index,route_id,allocation_mean,allocation_std,allocation_cv,demand_mean,demand_std,demand_cv
32,320,200,24,R024,3.71428571,3.45032780,0.92893441,714.57142857,976.06179059,1.36594013
32,320,200,25,R025,17.42857143,1.51185789,0.08674594,9247.57142857,1758.77853989,0.19018815
32,320,200,26,R026,8.42857143,1.27241802,0.15096485,2163.71428571,672.33045305,0.31072977
32,320,200,27,R027,11.57142857,1.27241802,0.10996205,4018.00000000,740.44198512,0.18428123
32,320,200,28,R028,17.28571429,2.05866346,0.11909623,9470.85714286,2547.86390457,0.26902147
32,320,200,29,R029,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
32,320,200,30,R030,10.00000000,1.52752523,0.15275252,3036.57142857,984.10972578,0.32408581
32,320,200,31,R031,3.14285714,2.26778684,0.72156854,419.14285714,586.40811402,1.39906503
32,320,250,0,R000,18.85714286,2.34012617,0.12409760,13665.28571429,3501.19920952,0.25621120
32,320,250,1,R001,7.71428571,1.11269728,0.14423854,2371.57142857,796.91673700,0.33602898
32,320,250,2,R002,14.14285714,1.34518542,0.09511412,7640.71428571,1624.71204775,0.21263876
32,320,250,3,R003,11.14285714,1.06904497,0.09593993,4865.57142857,959.31883076,0.19716468
32,320,250,4,R004,9.57142857,1.61834719,0.16908105,3573.57142857,1117.13783947,0.31261103
32,320,250,5,R005,15.14285714,3.18478526,0.21031601,9073.71428571,3595.06577197,0.39620663
32,320,250,6,R006,19.57142857,1.61834719,0.08268927,14391.28571429,2328.15167850,0.16177510
32,320,250,7,R007,6.85714286,1.21498579,0.17718543,1956.14285714,650.85339583,0.33272283
32,320,250,8,R008,6.00000000,1.52752523,0.25458754,1439.71428571,765.45318043,0.53167020
32,320,250,9,R009,13.28571429,2.28868854,0.17226688,6930.14285714,2695.86519375,0.38900572
32,320,250,10,R010,4.28571429,1.79947082,0.41987653,873.85714286,553.80334313,0.63374586
32,320,250,11,R011,8.71428571,1.25356634,0.14385188,3030.14285714,775.73845003,0.25600722
32,320,250,12,R012,13.14285714,1.95180015,0.14850653,6733.71428571,1923.89480952,0.28571079
32,320,250,13,R013,2.85714286,1.57359158,0.55075705,386.28571429,363.44129021,0.94086133
32,320,250,14,R014,7.71428571,2.92770022,0.37951670,2641.71428571,1619.90696382,0.61320294
32,320,250,15,R015,5.14285714,0.89973541,0.17494855,1081.85714286,388.34582036,0.35896220
32,320,250,16,R016,16.14285714,2.60950643,0.16165084,9877.85714286,3289.04441181,0.33297145
32,320,250,17,R017,16.00000000,0.81649658,0.05103104,9816.42857143,779.89376566,0.07944781
32,320,250,18,R018,16.57142857,1.51185789,0.09123280,10452.28571429,1841.32784645,0.17616509
32,320,250,19,R019,1.28571429,0.75592895,0.58794474,65.28571429,172.72976417,2.64575131
32,320,250,20,R020,6.85714286,1.57359158,0.22948211,1755.00000000,842.46305557,0.48003593
32,320,250,21,R021,10.28571429,0.95118973,0.09247678,3876.42857143,629.81554367,0.16247315
32,320,250,22,R022,7.28571429,1.60356745,0.22009749,2211.28571429,973.81803815,0.44038544
32,320,250,23,R023,7.85714286,2.41029538,0.30676487,2543.14285714,1374.41883822,0.54044107
32,320,250,24,R024,4.71428571,2.87020822,0.60883205,1093.14285714,1008.46639815,0.92253852
32,320,250,25,R025,18.57142857,2.81999662,0.15184597,13223.42857143,4021.32775988,0.30410629
32,320,250,26,R026,9.00000000,1.63299316,0.18144368,3134.85714286,1190.65744144,0.37981234
32,320,250,27,R027,11.00000000,1.73205081,0.15745916,4562.14285714,1374.98550642,0.30139028
32,320,250,28,R028,16.71428571,2.05866346,0.12316790,10794.42857143,2032.85348358,0.18832433
32,320,250,29,R029,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
32,320,250,30,R030,9.42857143,2.14919697,0.22794513,3468.57142857,1657.41614742,0.47783826
32,320,250,31,R031,3.14285714,2.41029538,0.76691217,559.42857143,615.81351537,1.10079025
32,320,300,0,R000,18.57142857,2.50713268,0.13499945,16898.14285714,4246.03475526,0.25127227
32,320,300,1,R001,7.14285714,0.89973541,0.12596296,2742.57142857,704.77558063,0.25697620
32,320,300,2,R002,13.71428571,1.11269728,0.08113418,9003.42857143,1448.54960301,0.16088866
32,320,300,3,R003,10.85714286,1.06904497,0.09846467,5958.00000000,1000.71174671,0.16796102
32,320,300,4,R004,8.42857143,1.13389342,0.13452973,3555.57142857,1071.79831081,0.30144193
32,320,300,5,R005,17.14285714,1.34518542,0.07846915,14329.28571429,2337.81969039,0.16314977
32,320,300,6,R006,18.57142857,1.98805959,0.10704936,16765.85714286,3122.31983353,0.18623085
32,320,300,7,R007,7.42857143,1.13389342,0.15263950,2678.71428571,672.99547158,0.25123824
32,320,300,8,R008,6.28571429,1.49602648,0.23800421,2057.57142857,902.75704689,0.43874883
32,320,300,9,R009,14.14285714,1.46385011,0.10350455,9753.14285714,2058.13138782,0.21102238
32,320,300,10,R010,4.14285714,1.34518542,0.32469993,899.14285714,477.97887979,0.53159392
32,320,300,11,R011,7.71428571,1.70433621,0.22093247,2907.85714286,1103.76392835,0.37957983
32,320,300,12,R012,14.42857143,1.61834719,0.11216268,10265.14285714,2741.03845459,0.26702390
32,320,300,13,R013,2.85714286,1.77281052,0.62048368,487.71428571,427.29603879,0.87611959
32,320,300,14,R014,8.28571429,0.48795004,0.05889052,3424.71428571,437.65805308,0.12779403
32,320,300,15,R015,4.71428571,1.11269728,0.23602670,1145.85714286,474.52131268,0.41411909
32,320,300,16,R016,14.85714286,1.67616342,0.11281869,10779.42857143,2410.88786253,0.22365637
32,320,300,17,R017,15.85714286,1.95180015,0.12308650,12398.85714286,2830.02864700,0.22824915
32,320,300,18,R018,15.85714286,1.77281052,0.11179886,12089.85714286,2756.47174413,0.22799870
32,320,300,19,R019,1.28571429,0.75592895,0.58794474,81.71428571,216.19567856,2.64575131
32,320,300,20,R020,7.71428571,0.75592895,0.09799079,2820.57142857,609.98903191,0.21626434
32,320,300,21,R021,9.71428571,1.11269728,0.11454237,4788.14285714,1035.72960251,0.21631134
32,320,300,22,R022,7.00000000,0.81649658,0.11664237,2440.28571429,541.38270945,0.22185218
32,320,300,23,R023,8.28571429,1.79947082,0.21717751,3557.00000000,1342.88619523,0.37753337
32,320,300,24,R024,4.71428571,1.25356634,0.26590801,1135.14285714,593.20385158,0.52258079
32,320,300,25,R025,19.28571429,1.79947082,0.09330589,18337.14285714,3076.77344137,0.16778914
32,320,300,26,R026,9.71428571,1.25356634,0.12904359,4684.57142857,1036.48586695,0.22125522
32,320,300,27,R027,10.28571429,1.88982237,0.18373273,5311.28571429,1860.00992061,0.35019956
32,320,300,28,R028,15.42857143,1.98805959,0.12885571,11816.14285714,2913.30662241,0.24655310
32,320,300,29,R029,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
32,320,300,30,R030,10.57142857,1.13389342,0.10726019,5769.57142857,1065.48187176,0.18467262
32,320,300,31,R031,4.00000000,1.15470054,0.28867513,830.00000000,473.97960575,0.57105977
32,320,350,0,R000,18.14285714,1.21498579,0.06696772,17988.28571429,2262.37527938,0.12576937
32,320,350,1,R001,8.14285714,1.57359158,0.19324809,3788.28571429,1345.74127210,0.35523753
32,320,350,2,R002,14.57142857,1.27241802,0.08732281,11752.71428571,1924.87001416,0.16378089
32,320,350,3,R003,10.71428571,1.38013112,0.12881224,6510.28571429,1529.67705898,0.23496312
32,320,350,4,R004,9.14285714,0.89973541,0.09840856,4548.00000000,923.87805833,0.20313941
32,320,350,5,R005,17.28571429,2.13808994,0.12369115,16653.85714286,3496.21549815,0.20993428
32,320,350,6,R006,18.42857143,1.27241802,0.06904594,18733.14285714,2444.27176807,0.13047847
32,320,350,7,R007,7.28571429,1.38013112,0.18942976,3040.14285714,1117.96443422,0.36773418
32,320,350,8,R008,6.57142857,1.27241802,0.19362883,2570.71428571,863.31564608,0.33582715
32,320,350,9,R009,14.28571429,1.79947082,0.12596296,11198.00000000,2344.35918750,0.20935517
32,320,350,10,R010,3.71428571,1.79947082,0.48447291,951.28571429,808.35732905,0.84975241
32,320,350,11,R011,9.28571429,1.25356634,0.13499945,4960.42857143,1156.11574639,0.23306771
32,320,350,12,R012,12.71428571,1.70433621,0.13404892,8892.57142857,2344.55837044,0.26365359
32,320,350,13,R013,2.42857143,1.90237946,0.78333272,469.00000000,696.32607304,1.48470378
32,320,350,14,R014,7.14285714,1.34518542,0.18832596,2783.71428571,1160.55413694,0.41690850
32,320,350,15,R015,3.85714286,0.89973541,0.23326474,922.14285714,357.81579459,0.38802642
32,320,350,16,R016,14.28571429,1.11269728,0.07788881,11456.28571429,1925.02110069,0.16803187
32,320,350,17,R017,14.42857143,1.27241802,0.08818739,11699.57142857,2183.48084925,0.18662913
32,320,350,18,R018,17.00000000,2.00000000,0.11764706,15982.71428571,3667.62637657,0.22947456
32,320,350,19,R019,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
32,320,350,20,R020,6.57142857,0.97590007,0.14850653,2466.85714286,651.80708510,0.26422571
32,320,350,21,R021,9.57142857,1.81265393,0.18938175,5139.28571429,1771.91108828,0.34477770
32,320,350,22,R022,7.85714286,1.06904497,0.13606027,3378.85714286,814.39127135,0.24102566
32,320,350,23,R023,8.42857143,0.78679579,0.09334865,3970.14285714,894.94905415,0.22541986
32,320,350,24,R024,4.71428571,2.42997159,0.51544852,1393.00000000,1282.38943643,0.92059543
32,320,350,25,R025,19.28571429,2.49761791,0.12950611,20490.14285714,5306.19463233,0.25896328
32,320,350,26,R026,9.42857143,1.27241802,0.13495343,4775.57142857,1033.68932424,0.21645354
32,320,350,27,R027,10.57142857,1.27241802,0.12036387,6257.14285714,1619.21024253,0.25877789
32,320,350,28,R028,18.28571429,1.60356745,0.08769510,18404.14285714,3047.34892590,0.16557951
32,320,350,29,R029,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
32,320,350,30,R030,10.28571429,1.60356745,0.15590239,5795.71428571,1696.27333826,0.29267718
32,320,350,31,R031,3.57142857,1.51185789,0.42332021,810.28571429,600.53773522,0.74114319
32,320,400,0,R000,18.14285714,1.57359158,0.08673339,20818.42857143,4216.01976028,0.20251383
32,320,400,1,R001,8.14285714,0.69006556,0.08474489,4030.42857143,534.66901199,0.13265810
32,320,400,2,R002,14.57142857,1.71824939,0.11791908,13474.14285714,2969.21361242,0.22036382
32,320,400,3,R003,11.00000000,1.41421356,0.12856487,7639.42857143,1740.38624613,0.22781629
32,320,400,4,R004,9.00000000,1.52752523,0.16972503,5199.85714286,1707.89387147,0.32845015
32,320,400,5,R005,17.85714286,2.41029538,0.13497654,19759.00000000,5134.69791387,0.25986628
32,320,400,6,R006,19.00000000,1.63299316,0.08594701,22875.57142857,3753.43411012,0.16408045
32,320,400,7,R007,7.57142857,1.27241802,0.16805521,3766.71428571,1021.77863132,0.27126523
32,320,400,8,R008,7.14285714,0.69006556,0.09660918,3064.71428571,521.72141809,0.17023493
32,320,400,9,R009,13.57142857,1.51185789,0.11140006,11698.71428571,2600.93506995,0.22232657
32,320,400,10,R010,4.57142857,1.27241802,0.27834144,1412.42857143,873.36301295,0.61834137
32,320,400,11,R011,9.57142857,1.51185789,0.15795530,5777.71428571,1661.32303845,0.28753984
32,320,400,12,R012,15.00000000,1.82574186,0.12171612,14263.42857143,3055.03403457,0.21418651
32,320,400,13,R013,2.57142857,1.51185789,0.58794474,542.00000000,447.99255946,0.82655454
32,320,400,14,R014,7.28571429,1.49602648,0.20533697,3529.85714286,1174.14968219,0.33263377
32,320,400,15,R015,4.00000000,1.00000000,0.25000000,992.71428571,436.62826076,0.43983276
32,320,400,16,R016,14.71428571,2.69037084,0.18284074,14097.14285714,4958.97104342,0.35177135
32,320,400,17,R017,15.28571429,1.60356745,0.10490628,14548.28571429,2519.73065454,0.17319777
32,320,400,18,R018,16.00000000,1.41421356,0.08838835,16167.85714286,2907.14191997,0.17980997
32,320,400,19,R019,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
32,320,400,20,R020,7.14285714,0.89973541,0.12596296,3397.85714286,937.66508388,0.27595777
32,320,400,21,R021,9.85714286,0.89973541,0.09127751,6205.85714286,1126.01723323,0.18144427
32,320,400,22,R022,7.28571429,0.95118973,0.13055545,3275.28571429,654.77953396,0.19991524
32,320,400,23,R023,6.42857143,1.90237946,0.29592569,2706.85714286,1785.88021515,0.65976153
32,320,400,24,R024,4.00000000,2.58198890,0.64549722,1325.85714286,1375.55606072,1.03748437
32,320,400,25,R025,19.00000000,3.82970843,0.20156360,22810.28571429,7614.77615592,0.33383081
32,320,400,26,R026,9.00000000,1.52752523,0.16972503,5197.14285714,1418.57785929,0.27295341
32,320,400,27,R027,9.28571429,1.49602648,0.16111054,5485.42857143,1475.04122622,0.26890173
32,320,400,28,R028,18.28571429,1.25356634,0.06855441,20738.42857143,3222.04690930,0.15536601
32,320,400,29,R029,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
32,320,400,30,R030,9.71428571,1.11269728,0.11454237,5892.71428571,1067.75835504,0.18119975
32,320,400,31,R031,3.00000000,0.00000000,0.00000000,605.14285714,124.39644766,0.20556542
32,320,450,0,R000,17.57142857,0.78679579,0.04477700,22189.28571429,1520.12836237,0.06850731
32,320,450,1,R001,7.28571429,1.49602648,0.20533697,3998.14285714,1962.19701938,0.49077712
32,320,450,2,R002,13.85714286,1.34518542,0.09707524,13745.71428571,2612.48551602,0.19005819
32,320,450,3,R003,10.85714286,1.06904497,0.09846467,8598.14285714,1861.24979772,0.21647114
32,320,450,4,R004,8.57142857,0.53452248,0.06236096,5452.14285714,942.95641974,0.17295152
32,320,450,5,R005,17.71428571,1.25356634,0.07076584,22193.85714286,2379.06763450,0.10719487
32,320,450,6,R006,18.85714286,1.86445447,0.09887259,25456.28571429,4619.93292571,0.18148496
32,320,450,7,R007,7.57142857,1.51185789,0.19967934,4265.57142857,1440.78368225,0.33777038
32,320,450,8,R008,6.14285714,1.06904497,0.17403058,2800.42857143,869.74897856,0.31057710
32,320,450,9,R009,13.28571429,1.70433621,0.12828337,12609.28571429,3151.60597761,0.24994326
32,320,450,10,R010,3.71428571,1.38013112,0.37157376,1081.14285714,619.99903994,0.57346634
32,320,450,11,R011,8.28571429,1.25356634,0.15129249,4895.28571429,1508.81108982,0.30821717
32,320,450,12,R012,14.00000000,1.41421356,0.10101525,14087.71428571,2772.00990344,0.19676790
32,320,450,13,R013,4.14285714,0.69006556,0.16656755,1173.71428571,359.31634822,0.30613613
32,320,450,14,R014,7.85714286,1.21498579,0.15463456,4715.28571429,1410.26731677,0.29908417
32,320,450,15,R015,4.57142857,0.78679579,0.17211158,1562.42857143,432.57325281,0.27685954
32,320,450,16,R016,15.00000000,1.00000000,0.06666667,16267.71428571,2291.77927342,0.14087900
32,320,450,17,R017,15.14285714,1.86445447,0.12312435,16718.28571429,3911.99261734,0.23399484
32,320,450,18,R018,15.85714286,2.47847880,0.15630046,18208.57142857,5569.17752327,0.30585472
32,320,450,19,R019,1.14285714,0.37796447,0.33071891,39.00000000,103.18430113,2.64575131
32,320,450,20,R020,7.00000000,1.15470054,0.16495722,3426.14285714,1019.89075045,0.29767899
32,320,450,21,R021,10.00000000,1.52752523,0.15275252,7139.71428571,1907.01544429,0.26709969
32,320,450,22,R022,7.85714286,1.77281052,0.22563043,4553.28571429,1742.73986530,0.38274336
32,320,450,23,R023,8.42857143,1.61834719,0.19200729,5275.42857143,2087.15083764,0.39563626
32,320,450,24,R024,3.71428571,2.21466971,0.59625723,1248.57142857,1140.12584936,0.91314427
32,320,450,25,R025,20.00000000,1.00000000,0.05000000,28511.42857143,2744.92719133,0.09627463
32,320,450,26,R026,9.28571429,1.49602648,0.16111054,6115.85714286,1616.32870302,0.26428490
32,320,450,27,R027,11.28571429,0.75592895,0.06698105,9085.00000000,1041.83491974,0.11467638
32,320,450,28,R028,17.14285714,0.37796447,0.02204793,21151.57142857,1052.73593668,0.04977105
32,320,450,29,R029,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
32,320,450,30,R030,10.42857143,1.51185789,0.14497267,7655.42857143,1816.76258375,0.23731690
32,320,450,31,R031,2.42857143,0.78679579,0.32397474,486.71428571,273.39026701,0.56170586
32,320,500,0,R000,18.00000000,1.52752523,0.08486251,26619.28571429,4484.12718056,0.16845408
32,320,500,1,R001,7.00000000,1.41421356,0.20203051,4105.00000000,1508.93847898,0.36758550
32,320,500,2,R002,13.71428571,1.38013112,0.10063456,14949.71428571,3204.12789561,0.21432703
32,320,500,3,R003,11.14285714,0.89973541,0.08074549,9766.14285714,1147.26579724,0.11747379
32,320,500,4,R004,8.85714286,1.06904497,0.12069863,6515.85714286,1314.20551774,0.20169342
32,320,500,5,R005,16.57142857,1.51185789,0.09123280,21989.42857143,3666.95427011,0.16675987
32,320,500,6,R006,17.85714286,1.57359158,0.08812113,26308.00000000,4413.74459312,0.16777196
32,320,500,7,R007,7.28571429,1.38013112,0.18942976,4377.71428571,1796.76224677,0.41043388
32,320,500,8,R008,5.28571429,0.75592895,0.14301358,2512.14285714,660.30635026,0.26284586
32,320,500,9,R009,14.14285714,1.06904497,0.07558904,16054.42857143,2250.79925487,0.14019803
32,320,500,10,R010,3.85714286,1.46385011,0.37951670,1281.85714286,774.52489277,0.60422091
32,320,500,11,R011,9.14285714,1.21498579,0.13288907,6968.71428571,1839.82750227,0.26401247
32,320,500,12,R012,14.00000000,1.29099445,0.09221389,15176.14285714,2488.42161678,0.16396931
32,320,500,13,R013,3.00000000,1.52752523,0.50917508,953.85714286,625.56545849,0.65582720
32,320,500,14,R014,8.14285714,0.89973541,0.11049382,5426.00000000,1130.08274033,0.20827179
32,320,500,15,R015,4.57142857,0.97590007,0.21347814,1671.71428571,544.82985549,0.32591087
32,320,500,16,R016,15.71428571,1.38013112,0.08782653,19633.85714286,3939.65969040,0.20065643
32,320,500,17,R017,15.00000000,2.44948974,0.16329932,18310.14285714,5865.89568121,0.32036318
32,320,500,18,R018,16.85714286,2.26778684,0.13452973,22812.42857143,5636.67570048,0.24708793
32,320,500,19,R019,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
32,320,500,20,R020,5.85714286,1.06904497,0.18251987,2855.42857143,1068.77856409,0.37429708
32,320,500,21,R021,11.00000000,1.52752523,0.13886593,9627.57142857,2418.30104668,0.25118495
32,320,500,22,R022,8.00000000,0.81649658,0.10206207,5476.14285714,996.52419749,0.18197557
32,320,500,23,R023,8.14285714,1.34518542,0.16519821,5390.85714286,1582.66909877,0.29358394
32,320,500,24,R024,4.71428571,2.87020822,0.60883205,2409.85714286,2172.55260225,0.90152755
32,320,500,25,R025,18.57142857,1.39727626,0.07523795,28083.14285714,3987.93745473,0.14200467
32,320,500,26,R026,9.14285714,0.69006556,0.07547592,6532.42857143,1057.36856664,0.16186454
32,320,500,27,R027,11.57142857,0.97590007,0.08433704,10662.71428571,1469.17479267,0.13778619
32,320,500,28,R028,17.57142857,1.61834719,0.09210106,25488.57142857,4977.05829639,0.19526627
32,320,500,29,R029,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
32,320,500,30,R030,10.00000000,1.63299316,0.16329932,8261.57142857,2832.87891594,0.34289831
32,320,500,31,R031,3.28571429,1.11269728,0.33864700,916.42857143,426.08209582,0.46493759
