Best_Parent,Worst_Parent,Child_Cost,Status
389.39855207137043,1804.0670833908637,1005.3549453661416,Interpolation (In between)
389.4097017277438,1804.0670833908637,943.9606161445288,Interpolation (In between)
389.83352299366265,1804.0670833908637,1075.547696446253,Interpolation (In between)
390.0011621394602,1804.0670833908637,961.967595243746,Interpolation (In between)
390.05232243194666,442.7260814794679,273.010313682783,Synergy (Better than both)
390.50674046649885,432.767134495622,392.2432699085783,Interpolation (In between)
390.7373707857769,1804.0670833908637,924.1399433489798,Interpolation (In between)
390.84861814726514,839.6432987398782,665.4906038367451,Interpolation (In between)
391.0630609865012,594.179124466792,513.7042449853509,Interpolation (In between)
391.3394616552898,535.6528758309515,331.6409166540725,Synergy (Better than both)
391.6271752346281,1804.0670833908637,975.9815245669041,Interpolation (In between)
392.0502105777209,473.7978744280856,327.98395061664735,Synergy (Better than both)
392.30505485840325,723.4285382329742,840.0548132277706,Destructive (Worse than both)
392.4738383414226,975.7641697906743,396.6638457669477,Interpolation (In between)
392.4807291268336,617.840200980954,381.24800802025305,Synergy (Better than both)
392.5525171258385,1804.0670833908637,1030.4946889042594,Interpolation (In between)
393.05259769745686,532.4302390019923,359.4276556982706,Synergy (Better than both)
393.0845674183512,1804.0670833908637,935.7092489090096,Interpolation (In between)
393.6985671111088,676.3818491782318,386.9969828850094,Synergy (Better than both)
394.12937702192517,1804.0670833908637,1030.2412318196898,Interpolation (In between)
394.24932880826515,641.0441392141299,366.62790422938826,Synergy (Better than both)
394.5031925576058,465.6026989670031,471.5826915606111,Destructive (Worse than both)
394.5818067291035,402.3541201377544,321.47425030822217,Synergy (Better than both)
394.95290499577834,1804.0670833908637,893.1219744457904,Interpolation (In between)
394.95959498968705,608.5538622448412,473.5060805378205,Interpolation (In between)
395.1328972578059,1804.0670833908637,993.2066631142864,Interpolation (In between)
395.60257765401695,448.6680510716401,446.2856246363529,Interpolation (In between)
395.7695509658661,634.6606314364951,552.086861280357,Interpolation (In between)
395.96694613409977,1804.0670833908637,884.7582776294994,Interpolation (In between)
396.37345899583806,466.6132879777891,404.6179197328455,Interpolation (In between)
396.57000436485447,1804.0670833908637,974.938368878554,Interpolation (In between)
397.76734956060636,789.3981730823593,627.6228603813596,Interpolation (In between)
398.3231871123551,427.34819911675464,395.9095513106301,Synergy (Better than both)
398.89138889445223,1804.0670833908637,949.6890056104082,Interpolation (In between)
399.0645272515054,535.2625065736847,433.71021995296985,Interpolation (In between)
399.3726588635958,1804.0670833908637,891.6412135803959,Interpolation (In between)
399.5067673104613,529.4361231049154,415.1875259558864,Interpolation (In between)
400.08681226440365,1804.0670833908637,863.2837638259452,Interpolation (In between)
400.13835790271435,1804.0670833908637,945.7347054404236,Interpolation (In between)
400.9182909940091,479.4120820967804,402.4820222412627,Interpolation (In between)
401.3084458989781,1804.0670833908637,989.3771603087744,Interpolation (In between)
401.40286849251254,1804.0670833908637,889.6742666726755,Interpolation (In between)
401.54332658507786,519.9572210198436,487.52419727539086,Interpolation (In between)
401.96424225702987,1804.0670833908637,941.8914225979372,Interpolation (In between)
402.7782658540914,1804.0670833908637,844.8852172924574,Interpolation (In between)
402.9095855679574,474.95062169910364,409.7777876581976,Interpolation (In between)
402.93522686840726,1804.0670833908637,1003.2677552401237,Interpolation (In between)
403.09258376579334,447.9469361985593,440.12830157530834,Interpolation (In between)
403.46113838181344,624.9813083245931,535.3592078789368,Interpolation (In between)
403.65708731170804,549.5218115614739,587.9220405315226,Destructive (Worse than both)
403.8340436492356,492.50536683243956,417.23261115789626,Interpolation (In between)
403.83466459613663,422.140076701089,276.48165405026936,Synergy (Better than both)
404.2918751832974,444.5107347022391,640.9964105165859,Destructive (Worse than both)
405.6374072572737,440.31713053057655,448.344281177241,Destructive (Worse than both)
405.7159695083491,1804.0670833908637,831.3852457677219,Interpolation (In between)
406.6166753391946,413.7602652537461,407.1630728231547,Interpolation (In between)
406.62699101863,1804.0670833908637,975.5004414483619,Interpolation (In between)
407.33603062461236,622.4636758130073,562.5854348203015,Interpolation (In between)
407.33637690278067,832.8492301872352,574.1001667370813,Interpolation (In between)
407.3399371048485,1804.0670833908637,942.0061316524623,Interpolation (In between)
407.5570615466339,625.9779756085229,678.8028207033409,Destructive (Worse than both)
408.7433992371793,621.5918167318429,480.2127797134064,Interpolation (In between)
408.7798027817811,821.2179132285612,470.8364227200425,Interpolation (In between)
409.42828546153606,522.727463711479,504.43433720136045,Interpolation (In between)
409.53344828533636,702.0302821431175,431.24267209419196,Interpolation (In between)
409.96776386719216,696.199694537481,641.738665170473,Interpolation (In between)
410.426862159454,1804.0670833908637,913.1973741136483,Interpolation (In between)
410.64114481236373,1804.0670833908637,918.5070644668411,Interpolation (In between)
410.738004535676,484.48391553477006,376.71653738569387,Synergy (Better than both)
411.0963961793588,800.0446249182369,498.99554567634254,Interpolation (In between)
411.12588251515103,497.6477855181004,516.3460825601757,Destructive (Worse than both)
411.6418082817207,823.7224598318431,526.9621004650738,Interpolation (In between)
412.2926808047491,419.99544359954314,337.68765871762525,Synergy (Better than both)
412.39731225847277,637.8966849926173,559.1466897896925,Interpolation (In between)
412.71092439216295,1804.0670833908637,918.6443847598559,Interpolation (In between)
412.80793837795716,1804.0670833908637,938.5868159692102,Interpolation (In between)
412.93718409360656,777.2122395912934,353.4685759785038,Synergy (Better than both)
413.3766126912843,1804.0670833908637,939.2599525635438,Interpolation (In between)
413.42269852092863,1804.0670833908637,828.4523968042448,Interpolation (In between)
413.5188426652756,1804.0670833908637,869.2463145610593,Interpolation (In between)
413.71299988583814,1804.0670833908637,888.7707692600022,Interpolation (In between)
413.8070357671288,506.4043834630728,497.0841603791141,Interpolation (In between)
414.4056700219906,542.7883541217938,385.63413511893145,Synergy (Better than both)
414.85899359871826,441.09045606903777,492.50735328957285,Destructive (Worse than both)
415.05124508197616,592.5669133112522,654.8208708516754,Destructive (Worse than both)
415.31824298901597,1804.0670833908637,993.0367478880057,Interpolation (In between)
415.3654205938602,569.0382595111705,482.06980442385793,Interpolation (In between)
415.48393530624753,1804.0670833908637,915.4338171156187,Interpolation (In between)
416.18348597055706,1804.0670833908637,956.3839017600654,Interpolation (In between)
416.3705642234796,630.88675840039,611.2644552060673,Interpolation (In between)
416.9463629392868,1804.0670833908637,916.1628981133333,Interpolation (In between)
417.0170641433383,898.2461836957102,648.1007245083579,Interpolation (In between)
417.2808612762283,438.4246725070236,391.76090899721737,Synergy (Better than both)
417.8502578380537,524.7745436246662,363.61770225517466,Synergy (Better than both)
418.2763148966199,1804.0670833908637,874.9130888068796,Interpolation (In between)
418.2869507558521,1804.0670833908637,1031.805411523384,Interpolation (In between)
418.4977220755444,1804.0670833908637,969.3282451168109,Interpolation (In between)
419.8126344874993,1804.0670833908637,1063.1811365553913,Interpolation (In between)
419.915322220978,1804.0670833908637,943.4407047623304,Interpolation (In between)
420.52998869555915,505.0775741733528,450.21262314607463,Interpolation (In between)
420.8419967843165,1804.0670833908637,1070.90846385861,Interpolation (In between)
421.24046522968024,1804.0670833908637,964.2809851651964,Interpolation (In between)
421.5883247077325,658.3883310462775,307.8940837005597,Synergy (Better than both)
421.63952444219285,1804.0670833908637,850.0769584703838,Interpolation (In between)
421.69421035496754,586.7268662245235,656.3914460445475,Destructive (Worse than both)
421.8481899955656,1804.0670833908637,919.7973950815301,Interpolation (In between)
422.3724052018018,464.19197869994105,452.87730806632794,Interpolation (In between)
422.9141418798025,1804.0670833908637,861.6224236204644,Interpolation (In between)
423.00932822208324,1804.0670833908637,969.6939901542413,Interpolation (In between)
423.48844636691194,1804.0670833908637,1052.3053771924688,Interpolation (In between)
423.5669715526657,591.6026545080115,491.266421229327,Interpolation (In between)
423.69465158475043,537.9069336553232,585.2985486134901,Destructive (Worse than both)
423.7738095905925,1804.0670833908637,1112.1833369744693,Interpolation (In between)
424.4191131338008,759.3994032944479,631.8558472345795,Interpolation (In between)
424.7725349248052,1804.0670833908637,849.6209046998265,Interpolation (In between)
425.33432176027554,501.7377803075025,462.56606571115657,Interpolation (In between)
425.524912719087,501.31405881585374,476.2291492694518,Interpolation (In between)
425.90332343906175,770.1834800513485,434.8933240685873,Interpolation (In between)
426.1304932382134,479.59802917770185,460.7221083752418,Interpolation (In between)
426.41418199214013,467.2694091926609,562.3972688746542,Destructive (Worse than both)
427.0538609626848,736.8506262025651,579.9083635372002,Interpolation (In between)
427.5807457908473,486.35176226469497,503.22968364124563,Destructive (Worse than both)
428.46882540617935,1804.0670833908637,973.3412046198487,Interpolation (In between)
428.6213201410515,1804.0670833908637,1150.2301792625403,Interpolation (In between)
428.7339002238192,1804.0670833908637,981.9500929892456,Interpolation (In between)
428.9031814166711,1804.0670833908637,1066.9463214531702,Interpolation (In between)
429.04189447479087,802.7722113533684,531.9059118357852,Interpolation (In between)
429.04858666915027,1804.0670833908637,1030.1744819031562,Interpolation (In between)
429.5098898429254,1804.0670833908637,871.8957859784364,Interpolation (In between)
430.29199794236627,1804.0670833908637,927.7848164205438,Interpolation (In between)
430.4116226638005,1804.0670833908637,942.9078320312933,Interpolation (In between)
430.4432225093635,593.9641270346332,598.5660313601434,Destructive (Worse than both)
430.7991018114142,540.5247146689353,588.160464297873,Destructive (Worse than both)
431.10596270322276,554.5011329743196,560.4820651788598,Destructive (Worse than both)
431.26684040361465,1804.0670833908637,1032.9470810942394,Interpolation (In between)
431.34641776538274,564.2551962841759,546.679844720655,Interpolation (In between)
431.74349489331405,448.99653936197785,369.9238625343763,Synergy (Better than both)
432.16391549251944,475.2605839184757,441.293455840868,Interpolation (In between)
432.5595931893474,919.8486313520575,757.3541411420567,Interpolation (In between)
432.8117909095614,1804.0670833908637,972.2445545273679,Interpolation (In between)
433.0791544461457,1804.0670833908637,826.3624870876668,Interpolation (In between)
433.1426422408086,520.5874748635748,352.81535296490694,Synergy (Better than both)
433.73350257082666,664.266191245538,404.4016939730592,Synergy (Better than both)
433.9115007191639,1804.0670833908637,925.312236096996,Interpolation (In between)
433.97020721327146,1804.0670833908637,1043.0643903076736,Interpolation (In between)
434.06807136449646,1804.0670833908637,930.9728859685742,Interpolation (In between)
434.1922760415853,1804.0670833908637,1022.938702681629,Interpolation (In between)
434.26829725892344,560.6731489146096,364.9016398036053,Synergy (Better than both)
434.2924886655797,1804.0670833908637,980.5556858017876,Interpolation (In between)
434.39247524244377,469.2443395472687,587.0836241057842,Destructive (Worse than both)
434.79486173357003,1804.0670833908637,960.4925805200669,Interpolation (In between)
435.21395067751575,472.5395261082796,415.12292639924186,Synergy (Better than both)
435.4578046016147,508.7035129719609,473.1147497607642,Interpolation (In between)
435.5092352696537,1804.0670833908637,913.3237249585118,Interpolation (In between)
435.6466919400276,642.5704466485302,500.2804852973169,Interpolation (In between)
435.88677395064593,1804.0670833908637,962.4727848719112,Interpolation (In between)
435.8938072922288,606.7768429773621,339.0684837574863,Synergy (Better than both)
436.5684132702273,559.3721183896537,455.4702394197967,Interpolation (In between)
436.6276494148889,601.3364082907076,462.0726574894872,Interpolation (In between)
436.73626631882547,1804.0670833908637,877.1108073904566,Interpolation (In between)
436.81699821709674,493.440912539,475.72394128385713,Interpolation (In between)
436.90003142385,1804.0670833908637,886.3677545821505,Interpolation (In between)
436.9442813545438,1804.0670833908637,960.7396673310313,Interpolation (In between)
437.03621275797707,518.4749716223472,456.6263793554677,Interpolation (In between)
437.65653146032014,1804.0670833908637,1128.5828051286926,Interpolation (In between)
438.4526899807178,569.5856125817177,673.3519461918083,Destructive (Worse than both)
438.56121361260364,511.30634995795356,629.6316345561218,Destructive (Worse than both)
438.82273616206845,762.6327200393459,602.4823437128954,Interpolation (In between)
438.82746372629794,1804.0670833908637,937.7629903191716,Interpolation (In between)
438.89176986356415,739.6924286088961,664.5258350278409,Interpolation (In between)
438.927641917795,1804.0670833908637,1064.6587049858626,Interpolation (In between)
439.2317627824704,1804.0670833908637,1017.219539999599,Interpolation (In between)
439.37069736961166,1804.0670833908637,1000.7598106751752,Interpolation (In between)
439.65639378942365,1804.0670833908637,939.7000601262444,Interpolation (In between)
439.93012233694344,516.0933018716934,561.1058529702148,Destructive (Worse than both)
440.0205934844651,566.894379245781,444.91254851640514,Interpolation (In between)
440.0540597624373,1804.0670833908637,1059.437956755659,Interpolation (In between)
440.124376651172,1804.0670833908637,898.3405443640206,Interpolation (In between)
440.1868565072291,513.0882680596748,518.8545493349675,Destructive (Worse than both)
440.6094110630706,565.1475570151649,540.4936570096564,Interpolation (In between)
440.64000998022436,698.9838020529714,621.4898972766415,Interpolation (In between)
440.8701952893664,561.6214377971272,556.4185616203235,Interpolation (In between)
441.1937087558169,1804.0670833908637,833.4799982138392,Interpolation (In between)
441.42848392222504,792.8122364783724,660.4491507619996,Interpolation (In between)
441.5180675378406,904.3508655002959,553.362310907087,Interpolation (In between)
441.72491088591266,477.595774391457,352.0551833693444,Synergy (Better than both)
441.7631124655225,1804.0670833908637,1181.3260958192327,Interpolation (In between)
441.9382426763914,632.1144354375381,567.4264904990196,Interpolation (In between)
442.2480117661216,482.4403197510986,491.9301518212998,Destructive (Worse than both)
442.43091332270234,1221.7159338611955,1039.3841549854544,Interpolation (In between)
442.46228598208506,1804.0670833908637,911.51388160054,Interpolation (In between)
442.4628096956791,1804.0670833908637,983.4899689319991,Interpolation (In between)
442.68898480186954,492.88369168650945,439.20790146406523,Synergy (Better than both)
443.6518995209893,1804.0670833908637,832.71238744506,Interpolation (In between)
444.1245380425453,476.4976370379562,372.8567986176564,Synergy (Better than both)
444.64316143802887,564.2551699017914,316.4086641181035,Synergy (Better than both)
445.66890663447975,1804.0670833908637,1113.7384763954465,Interpolation (In between)
445.94292796656055,481.75790790516385,582.9066643398128,Destructive (Worse than both)
446.02565487281447,1804.0670833908637,1191.4055441784913,Interpolation (In between)
446.4048721776323,1804.0670833908637,965.8147326137397,Interpolation (In between)
446.6256958754957,550.9753183227087,361.191880288228,Synergy (Better than both)
446.6426280281426,1804.0670833908637,888.9309653639982,Interpolation (In between)
446.7060319851912,749.4658390867046,735.0230016825619,Interpolation (In between)
447.00863867380394,1804.0670833908637,909.9048666407368,Interpolation (In between)
447.3885971457114,1804.0670833908637,973.1173242167376,Interpolation (In between)
447.6523495799703,513.0059049089948,553.6756948903856,Destructive (Worse than both)
447.7960502406423,635.4183304581823,638.6721793020745,Destructive (Worse than both)
447.8285129343761,500.0849223142777,438.3522648616787,Synergy (Better than both)
448.0961314854328,489.9556453932732,317.75697423881934,Synergy (Better than both)
448.23020156608015,1804.0670833908637,1007.9053005828771,Interpolation (In between)
448.94060167556734,506.63928035147734,502.4392207544116,Interpolation (In between)
449.2039565391594,710.9955526645654,512.6048679385007,Interpolation (In between)
450.12547960479185,1804.0670833908637,1087.2111077204668,Interpolation (In between)
451.219395290988,477.32550077853176,546.9959832660245,Destructive (Worse than both)
451.8810114590839,1804.0670833908637,903.5880494636081,Interpolation (In between)
452.15593593195086,681.2191736641241,359.19565497466994,Synergy (Better than both)
452.62254172635903,523.0785512071246,513.272818213187,Interpolation (In between)
453.4302466727019,845.2949894340243,489.1590890752542,Interpolation (In between)
453.46198874755373,740.7002182297776,597.7942480055422,Interpolation (In between)
453.65341007047357,463.15147700620213,428.95323263447887,Synergy (Better than both)
453.74207024059723,1804.0670833908637,969.6848987014143,Interpolation (In between)
455.51650162167573,1804.0670833908637,814.9091422951944,Interpolation (In between)
455.61630367424146,1804.0670833908637,926.4892715045336,Interpolation (In between)
455.699618717735,655.8086478023041,625.5808112277571,Interpolation (In between)
455.8217380515234,486.7669113924015,570.1343794771367,Destructive (Worse than both)
456.190052722245,1804.0670833908637,894.8005243405212,Interpolation (In between)
456.62097196569107,486.59399541556246,456.24589561302116,Synergy (Better than both)
456.84756959506467,1804.0670833908637,929.1268894239004,Interpolation (In between)
457.08192472490157,1804.0670833908637,948.0540904974197,Interpolation (In between)
458.4889660712071,464.38852188387466,503.4530871914936,Destructive (Worse than both)
458.5268480042108,1804.0670833908637,976.7077668393121,Interpolation (In between)
458.8703544299567,1804.0670833908637,899.1801206507357,Interpolation (In between)
459.0045571538069,1019.2235988160751,766.8532927572652,Interpolation (In between)
459.0161902724866,1804.0670833908637,937.2595341016056,Interpolation (In between)
459.09180400244315,750.5538385449447,891.3769923362197,Destructive (Worse than both)
459.52419343010956,1804.0670833908637,947.5700122641235,Interpolation (In between)
459.7652135731473,467.6610761151532,289.81847609904327,Synergy (Better than both)
460.0768820244556,1804.0670833908637,895.9716609482032,Interpolation (In between)
460.84013324712595,1804.0670833908637,911.6992669383791,Interpolation (In between)
460.84198255621715,474.89365927300616,452.08221797053125,Synergy (Better than both)
461.7709399213095,1804.0670833908637,865.1775596198348,Interpolation (In between)
461.81091095915383,1804.0670833908637,886.9923570603264,Interpolation (In between)
462.4010114595617,1804.0670833908637,982.585797237611,Interpolation (In between)
462.5147669661495,484.5675310611483,403.1828101156576,Synergy (Better than both)
462.6432571203869,623.3242979702061,638.5733437846777,Destructive (Worse than both)
462.7507594714442,713.186780714248,647.1076046676628,Interpolation (In between)
463.09677683504435,1804.0670833908637,925.1270865273052,Interpolation (In between)
463.5968443281415,519.4926888959859,574.3685783176932,Destructive (Worse than both)
464.3221503262675,1804.0670833908637,1020.4562346913617,Interpolation (In between)
464.55204398859377,1804.0670833908637,932.3428989533445,Interpolation (In between)
464.85931270892786,682.4599679254926,446.49427459074894,Synergy (Better than both)
465.19280426128546,702.8404725274715,654.9550837738416,Interpolation (In between)
465.4580860343093,1804.0670833908637,958.0540926972471,Interpolation (In between)
465.7198311288291,1804.0670833908637,877.5538394096367,Interpolation (In between)
466.25382102747744,591.349028207442,510.0981483111877,Interpolation (In between)
466.3863209212371,544.9106582844065,498.6520543316786,Interpolation (In between)
466.449948355369,487.57503754604716,463.71651115145886,Synergy (Better than both)
466.45495724006776,1804.0670833908637,974.3563146251372,Interpolation (In between)
467.0850504632482,1804.0670833908637,961.072430124941,Interpolation (In between)
467.38214804924564,1804.0670833908637,1008.81428970803,Interpolation (In between)
467.94466403806905,498.62099721383174,593.4412175483152,Destructive (Worse than both)
468.1348829337571,1804.0670833908637,1032.657859198869,Interpolation (In between)
468.33434909650333,582.4599880252067,519.2572951742357,Interpolation (In between)
468.56293527466016,573.0375894398551,479.6980611261339,Interpolation (In between)
468.9744136605369,541.00789021486,384.4396056837785,Synergy (Better than both)
469.88841918315063,1804.0670833908637,1099.42489120471,Interpolation (In between)
470.3779682494686,540.7271845346577,461.6044392645899,Synergy (Better than both)
470.4959722619245,1804.0670833908637,995.5325260191247,Interpolation (In between)
470.5514321937089,475.40340402710126,408.9262802599042,Synergy (Better than both)
470.66038296864815,1804.0670833908637,980.5318817842428,Interpolation (In between)
470.7062344330269,1804.0670833908637,961.8504272926183,Interpolation (In between)
470.86844166334174,1804.0670833908637,1067.613790402329,Interpolation (In between)
470.98216080469206,1804.0670833908637,1117.1997199464463,Interpolation (In between)
471.81468369448555,1804.0670833908637,1203.2445141976411,Interpolation (In between)
472.3226970188453,523.3063456826795,592.2622094964615,Destructive (Worse than both)
472.3310992929877,1804.0670833908637,904.2569477205861,Interpolation (In between)
472.5115752152295,703.9005221276009,542.0011890049498,Interpolation (In between)
472.65145932909377,486.0885800972593,586.7807618356976,Destructive (Worse than both)
472.662254957113,695.6384355609232,724.8747181061965,Destructive (Worse than both)
473.55988909496796,1804.0670833908637,919.2904567443413,Interpolation (In between)
473.66386542408924,757.5068396889153,553.6344491716444,Interpolation (In between)
473.66689437226836,839.1813015337817,798.9284470143161,Interpolation (In between)
473.9664825517699,659.840085821721,550.9438732436336,Interpolation (In between)
474.00140930084706,700.9433353889522,575.4998386374756,Interpolation (In between)
474.0429242736618,1804.0670833908637,1115.1131452685156,Interpolation (In between)
474.15940959127596,478.23734479560017,518.6484172873846,Destructive (Worse than both)
474.2529036419037,1804.0670833908637,919.7498923027698,Interpolation (In between)
474.42952450816085,1804.0670833908637,923.5243727593968,Interpolation (In between)
474.5382358285182,529.5220343368562,531.6654751994371,Destructive (Worse than both)
474.74448089902194,486.8529645111802,670.3596935160235,Destructive (Worse than both)
474.92678338870655,495.87226067667507,732.9387977514369,Destructive (Worse than both)
475.0454273420421,1804.0670833908637,978.2332835182724,Interpolation (In between)
475.1920218170502,637.279173406539,568.6806874663481,Interpolation (In between)
475.2403106127306,1804.0670833908637,1135.867545995388,Interpolation (In between)
475.262849815399,722.987491408036,643.1052693606322,Interpolation (In between)
475.801514259601,565.1559879723388,461.226809662513,Synergy (Better than both)
476.1388488590518,726.4982162314699,740.9604838271138,Destructive (Worse than both)
476.3895504106745,713.5465218292084,538.4014654248151,Interpolation (In between)
476.7388625646532,703.3345655395656,751.9023487133909,Destructive (Worse than both)
476.8338660610546,1804.0670833908637,932.2767034553935,Interpolation (In between)
476.9789602110324,867.8062506834219,559.0911034842654,Interpolation (In between)
477.61234009467523,1804.0670833908637,996.9217950988333,Interpolation (In between)
478.286029730711,1804.0670833908637,899.5791726282727,Interpolation (In between)
479.0749912165087,1804.0670833908637,1129.2111947083072,Interpolation (In between)
479.62103430605356,686.2766498936592,586.8006847387362,Interpolation (In between)
480.31464273756114,827.6996993252294,806.6592958953574,Interpolation (In between)
480.64762300479384,673.887350735449,435.1643444421216,Synergy (Better than both)
481.3797348505139,649.696950292511,593.2499727320746,Interpolation (In between)
481.7745800040101,598.5185884836618,775.0469150839061,Destructive (Worse than both)
482.0785492036514,528.4896757917477,488.6507003570654,Interpolation (In between)
482.28875775521135,1804.0670833908637,1005.9537789158794,Interpolation (In between)
482.5204652031057,556.4610950395988,506.1952062147876,Interpolation (In between)
482.827889402236,517.723090854845,330.70285715544924,Synergy (Better than both)
482.9279200339945,1804.0670833908637,934.6138386941199,Interpolation (In between)
483.09095745737557,1804.0670833908637,932.1333021887006,Interpolation (In between)
483.23406566022464,518.308304174311,569.8702569180962,Destructive (Worse than both)
483.35731082062756,541.8876956469526,658.7326865134839,Destructive (Worse than both)
483.3902493674567,1804.0670833908637,921.1772320697967,Interpolation (In between)
484.82066782308993,1804.0670833908637,961.9729977376669,Interpolation (In between)
484.8405931727657,1804.0670833908637,902.7111019838469,Interpolation (In between)
485.1012664600756,1804.0670833908637,1126.1100520771724,Interpolation (In between)
485.2275475435209,832.3484792217255,567.8815180088168,Interpolation (In between)
485.80642783996376,756.3044598463404,538.0444620611768,Interpolation (In between)
485.86559659634196,519.3075358857532,526.9542477278612,Destructive (Worse than both)
486.1186360339573,1804.0670833908637,977.6603647698226,Interpolation (In between)
486.692575231702,893.5059673713212,897.3452455704366,Destructive (Worse than both)
486.91385901537035,645.4687901322549,848.7205670892879,Destructive (Worse than both)
487.1193099418293,605.9211554500029,600.0300120376368,Interpolation (In between)
487.68812039561044,613.1585915057268,464.4599380848639,Synergy (Better than both)
487.994021308819,1804.0670833908637,882.6447399037995,Interpolation (In between)
488.0819017386965,501.1188151941055,453.43087557574063,Synergy (Better than both)
488.09340844989947,1804.0670833908637,977.7477173905572,Interpolation (In between)
488.1959819585909,1804.0670833908637,966.1805388582188,Interpolation (In between)
